"","species_code","response","predictor","rank_mean","rank","dataset","class","label","total_mean"
"175","buhvir","occurrence","mcd12q1_lccs1_c11_pland",68.3144697583434,71,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.0373864226129183
"176","buhvir","occurrence","mcd12q1_lccs1_c32_pland",68.9489682335816,72,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.00969209444899959
"177","brnthr","count","mcd12q1_lccs1_c21_pland",40.3253142425102,42,"mcd12q1_lccs1","21","Open Forests (% cover)",0.0841308334049247
"178","brnthr","count","mcd12q1_lccs1_c22_pland",41.5553775635573,43,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.0843301126059397
"179","brnthr","count","mcd12q1_lccs1_c31_pland",44.0256544750024,46,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.0800542058806972
"180","brnthr","count","mcd12q1_lccs1_c14_pland",51.458453832341,50,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0437119111999896
"181","brnthr","count","mcd12q1_lccs1_c15_pland",60.329656932237,66,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.016191428125958
"182","brnthr","count","mcd12q1_lccs1_c32_pland",60.9214677251678,67,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0254749132417109
"183","brnthr","count","mcd12q1_lccs1_c11_pland",65.4655325583593,76,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.00638875882495095
"184","brnthr","occurrence","mcd12q1_lccs1_c21_pland",36.8227672242699,36,"mcd12q1_lccs1","21","Open Forests (% cover)",0.11292744699856
"185","brnthr","occurrence","mcd12q1_lccs1_c22_pland",38.4902608449107,39,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.0991416245796303
"186","brnthr","occurrence","mcd12q1_lccs1_c31_pland",43.0734240619979,44,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.10427022657992
"187","brnthr","occurrence","mcd12q1_lccs1_c14_pland",50.3787354692373,47,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0761369731793625
"188","brnthr","occurrence","mcd12q1_lccs1_c15_pland",63.6847367923637,61,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.030257642070329
"189","brnthr","occurrence","mcd12q1_lccs1_c32_pland",67.2759710802382,67,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0315770411100407
"190","brnthr","occurrence","mcd12q1_lccs1_c11_pland",72.3761837255458,84,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.00649647246476698
"191","bnhcow","count","mcd12q1_lccs1_c31_pland",37.1985380678952,39,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.10202774290289
"192","bnhcow","count","mcd12q1_lccs1_c22_pland",43.9460334430483,44,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.05343902237107
"193","bnhcow","count","mcd12q1_lccs1_c21_pland",48.0102137039618,49,"mcd12q1_lccs1","21","Open Forests (% cover)",0.0426830101852585
"194","bnhcow","count","mcd12q1_lccs1_c14_pland",59.0440231362468,61,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0198628069089463
"195","bnhcow","count","mcd12q1_lccs1_c32_pland",60.5391730533599,64,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.035732974262028
"196","bnhcow","count","mcd12q1_lccs1_c15_pland",66.2519190111237,68,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.00834277119145884
"197","bnhcow","count","mcd12q1_lccs1_c11_pland",68.7896835884006,77,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.00708945478833486
"198","bnhcow","occurrence","mcd12q1_lccs1_c31_pland",36.6272193258535,35,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.148941202073564
"199","bnhcow","occurrence","mcd12q1_lccs1_c22_pland",39.4924951349014,38,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.0978265120419474
"200","bnhcow","occurrence","mcd12q1_lccs1_c21_pland",42.4191702904644,43,"mcd12q1_lccs1","21","Open Forests (% cover)",0.0813169775399132
"201","bnhcow","occurrence","mcd12q1_lccs1_c14_pland",58.090586935108,53,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0354197596063526
"202","bnhcow","occurrence","mcd12q1_lccs1_c32_pland",64.3461577733465,62,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0588138646598138
"203","bnhcow","occurrence","mcd12q1_lccs1_c15_pland",65.9829451264926,66,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0235461432180394
"204","bnhcow","occurrence","mcd12q1_lccs1_c11_pland",68.6591397784879,69,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.0258912187451261
"205","bnhnut","count","mcd12q1_lccs1_c21_pland",29.7328178694158,28,"mcd12q1_lccs1","21","Open Forests (% cover)",0.176409705386382
"206","bnhnut","count","mcd12q1_lccs1_c22_pland",42.6593642611684,42,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.103507034919442
"207","bnhnut","count","mcd12q1_lccs1_c31_pland",49.9808132875143,46,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.0638505726765637
"208","bnhnut","count","mcd12q1_lccs1_c14_pland",54.4556128293242,48,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0714631260144129
"209","bnhnut","count","mcd12q1_lccs1_c15_pland",56.8855956471936,51,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0670689588910198
"210","bnhnut","count","mcd12q1_lccs1_c11_pland",58.0189003436426,55,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.0547619102484059
"211","bnhnut","count","mcd12q1_lccs1_c32_pland",68.6320160366552,70,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0157646003672298
"212","bnhnut","occurrence","mcd12q1_lccs1_c21_pland",17.4278350515464,10,"mcd12q1_lccs1","21","Open Forests (% cover)",0.186199357988287
"213","bnhnut","occurrence","mcd12q1_lccs1_c22_pland",25.6842783505155,25,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.11266115512954
"214","bnhnut","occurrence","mcd12q1_lccs1_c31_pland",33.5176116838488,29,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.111560305532655
"215","bnhnut","occurrence","mcd12q1_lccs1_c14_pland",42.5290664375716,39,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0649192744678433
"216","bnhnut","occurrence","mcd12q1_lccs1_c15_pland",52.4341351660939,50,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0457762480206689
"217","bnhnut","occurrence","mcd12q1_lccs1_c11_pland",59.7636025200458,57,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.0243074345944628
"218","bnhnut","occurrence","mcd12q1_lccs1_c32_pland",67.3569587628866,77,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.00997790732140508
"219","carchi","count","mcd12q1_lccs1_c21_pland",38.7959616526682,36,"mcd12q1_lccs1","21","Open Forests (% cover)",0.128329013974918
"220","carchi","count","mcd12q1_lccs1_c22_pland",41.8425383897514,42,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.12303939913511
"221","carchi","count","mcd12q1_lccs1_c31_pland",47.7475184525325,47,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.0966485493226841
"222","carchi","count","mcd12q1_lccs1_c14_pland",48.4547382709765,49,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.10332589374274
"223","carchi","count","mcd12q1_lccs1_c15_pland",64.8539916857555,63,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0319889637717578
"224","carchi","count","mcd12q1_lccs1_c32_pland",69.6637821328582,70,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0264443659725761
"225","carchi","count","mcd12q1_lccs1_c11_pland",70.0906931365063,72,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.014411252162867
"226","carchi","occurrence","mcd12q1_lccs1_c31_pland",22.9874437940103,20,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.185553653438294
"227","carchi","occurrence","mcd12q1_lccs1_c22_pland",27.045388987868,24,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.111938601795211
"228","carchi","occurrence","mcd12q1_lccs1_c21_pland",28.444133367269,25,"mcd12q1_lccs1","21","Open Forests (% cover)",0.103446315053605
"229","carchi","occurrence","mcd12q1_lccs1_c14_pland",43.9776872825995,40,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0667054421678656
"230","carchi","occurrence","mcd12q1_lccs1_c32_pland",56.8475439043013,53,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0482525054895447
"231","carchi","occurrence","mcd12q1_lccs1_c15_pland",66.7198608636634,66,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0154976621354565
"232","carchi","occurrence","mcd12q1_lccs1_c11_pland",72.295749554594,82,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.00681500173211662
"233","carwre","count","mcd12q1_lccs1_c21_pland",38.9101337640287,37,"mcd12q1_lccs1","21","Open Forests (% cover)",0.121331866512487
"234","carwre","count","mcd12q1_lccs1_c22_pland",42.2406095995362,41,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.120955094362087
"235","carwre","count","mcd12q1_lccs1_c31_pland",44.6430198368327,45,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.101789712402659
"236","carwre","count","mcd12q1_lccs1_c14_pland",50.3779765602352,48,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0962474404215234
"237","carwre","count","mcd12q1_lccs1_c15_pland",64.1250672961445,64,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0270886144511811
"238","carwre","count","mcd12q1_lccs1_c32_pland",68.4773263759473,70,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0261750535494112
"239","carwre","count","mcd12q1_lccs1_c11_pland",71.8904211703317,76,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.010114544084321
"240","carwre","occurrence","mcd12q1_lccs1_c31_pland",30.140017393465,25,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.149195020119006
"241","carwre","occurrence","mcd12q1_lccs1_c21_pland",30.8665672754379,26,"mcd12q1_lccs1","21","Open Forests (% cover)",0.111696827861676
"242","carwre","occurrence","mcd12q1_lccs1_c22_pland",32.9643019836833,30,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.121395731193863
"243","carwre","occurrence","mcd12q1_lccs1_c14_pland",46.8831324802253,45,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.063033511075689
"244","carwre","occurrence","mcd12q1_lccs1_c32_pland",59.061498322773,55,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0426979546160919
"245","carwre","occurrence","mcd12q1_lccs1_c15_pland",62.7784403859693,64,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0202812472470812
"246","carwre","occurrence","mcd12q1_lccs1_c11_pland",72.1072597009981,83,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.00708332623404856
"247","cedwax","count","mcd12q1_lccs1_c22_pland",43.0608570097541,42,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.0789130563755524
"248","cedwax","count","mcd12q1_lccs1_c21_pland",44.687957360741,46,"mcd12q1_lccs1","21","Open Forests (% cover)",0.0737476346417847
"249","cedwax","count","mcd12q1_lccs1_c31_pland",44.9593630731748,47,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.0821600416333615
"250","cedwax","count","mcd12q1_lccs1_c14_pland",57.2987699546003,56,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0348842750819114
"251","cedwax","count","mcd12q1_lccs1_c32_pland",59.4279348489715,61,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0385122280041599
"252","cedwax","count","mcd12q1_lccs1_c15_pland",63.3025662838508,67,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0248467783929568
"253","cedwax","count","mcd12q1_lccs1_c11_pland",66.3104569773464,73,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.0205366411433131
"254","cedwax","occurrence","mcd12q1_lccs1_c22_pland",38.7759037260161,36,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.0953691422912511
"255","cedwax","occurrence","mcd12q1_lccs1_c21_pland",41.3000199654511,39,"mcd12q1_lccs1","21","Open Forests (% cover)",0.103342985171587
"256","cedwax","occurrence","mcd12q1_lccs1_c31_pland",41.4987977326192,42,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.106676243008994
"257","cedwax","occurrence","mcd12q1_lccs1_c14_pland",57.5732630780939,53,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0470263048616254
"258","cedwax","occurrence","mcd12q1_lccs1_c15_pland",63.3526593112787,61,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0424762310601665
"259","cedwax","occurrence","mcd12q1_lccs1_c32_pland",63.732555548804,63,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0427452842639027
"260","cedwax","occurrence","mcd12q1_lccs1_c11_pland",67.7087069621553,69,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.0339774647921995
"261","chiswi","count","mcd12q1_lccs1_c22_pland",38.5053265666091,41,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.104324393570897
"262","chiswi","count","mcd12q1_lccs1_c21_pland",44.3796921862165,48,"mcd12q1_lccs1","21","Open Forests (% cover)",0.0739872619078775
"263","chiswi","count","mcd12q1_lccs1_c31_pland",45.6136217469101,49,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.0719718570636795
"264","chiswi","count","mcd12q1_lccs1_c32_pland",54.36215558796,52,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0545732233311321
"265","chiswi","count","mcd12q1_lccs1_c14_pland",57.2733964582949,58,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0304742940267906
"266","chiswi","count","mcd12q1_lccs1_c15_pland",65.9741026343103,70,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.00980131933570129
"267","chiswi","count","mcd12q1_lccs1_c11_pland",70.4185414185924,84,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.00322740971000737
"268","chiswi","occurrence","mcd12q1_lccs1_c22_pland",35.4846761714944,37,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.134925381393037
"269","chiswi","occurrence","mcd12q1_lccs1_c21_pland",41.0487064052521,42,"mcd12q1_lccs1","21","Open Forests (% cover)",0.105675371054492
"270","chiswi","occurrence","mcd12q1_lccs1_c31_pland",43.6259432130054,44,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.104889053607304
"271","chiswi","occurrence","mcd12q1_lccs1_c14_pland",51.5705825792936,49,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0779271368961802
"272","chiswi","occurrence","mcd12q1_lccs1_c15_pland",64.0541571416746,63,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0303322735301107
"273","chiswi","occurrence","mcd12q1_lccs1_c32_pland",65.8182790700636,66,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0374399720881923
"274","chiswi","occurrence","mcd12q1_lccs1_c11_pland",72.4926039365015,84,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.00807213193384837
"275","chispa","count","mcd12q1_lccs1_c21_pland",40.6447537430918,40,"mcd12q1_lccs1","21","Open Forests (% cover)",0.100540808101294
"276","chispa","count","mcd12q1_lccs1_c22_pland",43.0357347526233,43,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.0849674322704294
"277","chispa","count","mcd12q1_lccs1_c31_pland",44.1409694821919,47,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.0871433599321286
"278","chispa","count","mcd12q1_lccs1_c14_pland",52.8916627693281,50,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0377570320173649
"279","chispa","count","mcd12q1_lccs1_c15_pland",58.9049686127012,59,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0302449173260685
"280","chispa","count","mcd12q1_lccs1_c32_pland",61.8340161909718,65,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0351640064902219
"281","chispa","count","mcd12q1_lccs1_c11_pland",63.0360673987076,69,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.0348936593333563
"282","chispa","occurrence","mcd12q1_lccs1_c21_pland",37.2770876011936,35,"mcd12q1_lccs1","21","Open Forests (% cover)",0.135782615754641
"283","chispa","occurrence","mcd12q1_lccs1_c22_pland",41.2172145995402,39,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.0964559870349953
"284","chispa","occurrence","mcd12q1_lccs1_c31_pland",42.1469966340169,42,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.113470408566236
"285","chispa","occurrence","mcd12q1_lccs1_c14_pland",55.7445739165948,50,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0416304854487188
"286","chispa","occurrence","mcd12q1_lccs1_c15_pland",62.9483970410966,59,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0364063189038534
"287","chispa","occurrence","mcd12q1_lccs1_c32_pland",64.4552541613696,63,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0431338724715002
"288","chispa","occurrence","mcd12q1_lccs1_c11_pland",67.0864056437854,69,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.0384766660417303
"289","chwwid","count","mcd12q1_lccs1_c21_pland",35.2073977654843,38,"mcd12q1_lccs1","21","Open Forests (% cover)",0.118644674179284
"290","chwwid","count","mcd12q1_lccs1_c22_pland",41.943341649492,43,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.0683820928023476
"291","chwwid","count","mcd12q1_lccs1_c31_pland",46.0114618360632,46,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.0410250701572589
"292","chwwid","count","mcd12q1_lccs1_c14_pland",50.0790035072495,50,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.071691642616128
"293","chwwid","count","mcd12q1_lccs1_c11_pland",52.4393462776151,55,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.0171241991065206
"294","chwwid","count","mcd12q1_lccs1_c15_pland",52.5324510973714,56,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0352865687488736
"295","chwwid","count","mcd12q1_lccs1_c32_pland",60.9023393715877,72,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.00565640084545549
"296","chwwid","occurrence","mcd12q1_lccs1_c22_pland",33.7852623205698,35,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.131901836033916
"297","chwwid","occurrence","mcd12q1_lccs1_c21_pland",35.7608200455581,39,"mcd12q1_lccs1","21","Open Forests (% cover)",0.1270652347402
"298","chwwid","occurrence","mcd12q1_lccs1_c31_pland",43.0562967783925,44,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.0953938658544406
"299","chwwid","occurrence","mcd12q1_lccs1_c14_pland",54.5465885670897,50,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.114628666035088
"300","chwwid","occurrence","mcd12q1_lccs1_c15_pland",63.7058610839932,60,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0379510460567549
"301","chwwid","occurrence","mcd12q1_lccs1_c11_pland",63.8032324547131,61,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.0190469358840032
"302","chwwid","occurrence","mcd12q1_lccs1_c32_pland",66.7821166431645,71,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0272851048068393
"303","cliswa","count","mcd12q1_lccs1_c31_pland",41.7428101978135,42,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.0690951680467829
"304","cliswa","count","mcd12q1_lccs1_c22_pland",44.9839719495694,44,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.0440030129115117
"305","cliswa","count","mcd12q1_lccs1_c21_pland",48.5449966708907,48,"mcd12q1_lccs1","21","Open Forests (% cover)",0.0335287552983191
"306","cliswa","count","mcd12q1_lccs1_c32_pland",55.7981754333212,57,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0388436775153847
"307","cliswa","count","mcd12q1_lccs1_c14_pland",59.0653310852896,61,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0143512667029537
"308","cliswa","count","mcd12q1_lccs1_c15_pland",64.5131231340879,72,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.00913291931326078
"309","cliswa","count","mcd12q1_lccs1_c11_pland",66.2866792671664,77,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.00632343741228635
"310","cliswa","occurrence","mcd12q1_lccs1_c31_pland",33.6662245752701,35,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.11548788832714
"311","cliswa","occurrence","mcd12q1_lccs1_c22_pland",41.8338130114478,39,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.0697469880178068
"312","cliswa","occurrence","mcd12q1_lccs1_c21_pland",44.7490710711141,43,"mcd12q1_lccs1","21","Open Forests (% cover)",0.0630387637631268
"313","cliswa","occurrence","mcd12q1_lccs1_c14_pland",60.4118967331773,57,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0225156205625532
"314","cliswa","occurrence","mcd12q1_lccs1_c32_pland",61.5796301466956,59,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0441021454102447
"315","cliswa","occurrence","mcd12q1_lccs1_c15_pland",66.7574690178054,68,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0151279003630689
"316","cliswa","occurrence","mcd12q1_lccs1_c11_pland",66.8867619579458,69,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.0186853396134519
"317","comgra","count","mcd12q1_lccs1_c31_pland",41.7605941753059,40,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.0785660173843996
"318","comgra","count","mcd12q1_lccs1_c21_pland",43.7873091904765,45,"mcd12q1_lccs1","21","Open Forests (% cover)",0.0529546151907094
"319","comgra","count","mcd12q1_lccs1_c22_pland",44.6340426390748,46,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.0564139963128835
"320","comgra","count","mcd12q1_lccs1_c14_pland",52.1222997382991,55,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0268727627318368
"321","comgra","count","mcd12q1_lccs1_c15_pland",62.4570581863929,67,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0151804828096729
"322","comgra","count","mcd12q1_lccs1_c32_pland",63.0899773282294,68,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0386205882626866
"323","comgra","count","mcd12q1_lccs1_c11_pland",69.0580249322201,75,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.00597942398259212
"324","comgra","occurrence","mcd12q1_lccs1_c21_pland",38.0269740250129,35,"mcd12q1_lccs1","21","Open Forests (% cover)",0.098292903481034
"325","comgra","occurrence","mcd12q1_lccs1_c22_pland",39.6009768371198,38,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.0884184679197046
"326","comgra","occurrence","mcd12q1_lccs1_c31_pland",42.1802136663011,43,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.109256201252771
"327","comgra","occurrence","mcd12q1_lccs1_c14_pland",49.9301245265502,47,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0691105945256174
"328","comgra","occurrence","mcd12q1_lccs1_c15_pland",63.3939876078927,63,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0315169433905884
"329","comgra","occurrence","mcd12q1_lccs1_c32_pland",66.2582294490827,67,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0451344501101792
"330","comgra","occurrence","mcd12q1_lccs1_c11_pland",71.4907059195522,81,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.0149425264634532
"331","comnig","count","mcd12q1_lccs1_c31_pland",42.9356280006824,43,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.0684920912654027
"332","comnig","count","mcd12q1_lccs1_c22_pland",43.4447874440482,45,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.0560885670589605
"333","comnig","count","mcd12q1_lccs1_c21_pland",44.2900314386216,47,"mcd12q1_lccs1","21","Open Forests (% cover)",0.0544578219429822
"334","comnig","count","mcd12q1_lccs1_c32_pland",56.1965198177047,58,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.0312390808908176
"335","comnig","count","mcd12q1_lccs1_c14_pland",57.4290681332608,60,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0133118798969116
"336","comnig","count","mcd12q1_lccs1_c15_pland",61.1890297895156,68,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.0112776784194461
"337","comnig","count","mcd12q1_lccs1_c11_pland",62.1313110798801,72,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.0104952421369577
"338","comnig","occurrence","mcd12q1_lccs1_c22_pland",40.8373640299926,39,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.105825354102478
"339","comnig","occurrence","mcd12q1_lccs1_c31_pland",43.0158574132595,41,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.119493572710593
"340","comnig","occurrence","mcd12q1_lccs1_c21_pland",44.2295425558706,45,"mcd12q1_lccs1","21","Open Forests (% cover)",0.103574553425027
"341","comnig","occurrence","mcd12q1_lccs1_c14_pland",59.9896666856219,55,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0357441345512697
"342","comnig","occurrence","mcd12q1_lccs1_c32_pland",62.4113422747914,59,"mcd12q1_lccs1","32","Sparse Herbaceous (% cover)",0.048581853864538
"343","comnig","occurrence","mcd12q1_lccs1_c15_pland",65.4270453382292,65,"mcd12q1_lccs1","15","Mixed Broadleaf/Needleleaf Forests (% cover)",0.02472974061714
"344","comnig","occurrence","mcd12q1_lccs1_c11_pland",66.099043843473,68,"mcd12q1_lccs1","11","Evergreen Needleleaf Forests (% cover)",0.0253853132053772
"345","comyel","count","mcd12q1_lccs1_c31_pland",43.3238477833154,41,"mcd12q1_lccs1","31","Dense Herbaceous (% cover)",0.077846571723506
"346","comyel","count","mcd12q1_lccs1_c21_pland",43.6612486374948,43,"mcd12q1_lccs1","21","Open Forests (% cover)",0.0875450299284528
"347","comyel","count","mcd12q1_lccs1_c22_pland",44.8716331553222,46,"mcd12q1_lccs1","22","Sparse Forests (% cover)",0.0620311966746708
"348","comyel","count","mcd12q1_lccs1_c14_pland",55.5271575570196,52,"mcd12q1_lccs1","14","Deciduous Broadleaf Forests (% cover)",0.0439966800045032
